c_5mM.c_0mM___padj,p_5mM.p_0mM___padj,Combined categories
0.244850211,6.73E-05,Nitrogen metabolism
0.212244264,0.004722486,Nitrogen metabolism
0.000469695,0.052013357,Nitrogen metabolism
0.109480057,5.93E-08,Nitrogen metabolism
2.57E-23,0.9609311,Nitrogen metabolism
0.21477571,0.003398036,Nitrogen metabolism
0.14178723,2.58E-07,Nitrogen metabolism
6.12E-09,0.318717633,Nitrogen metabolism
7.03E-20,0.021809757,Nitrogen metabolism
1.53E-10,0.441435289,Nitrogen metabolism
0.025058586,6.26E-06,Nitrogen metabolism
1.51E-126,0.6626533,Nitrogen metabolism
0.624039167,6.45E-27,Energy metabolism
0.917428841,4.45E-18,Energy metabolism
0.1932452,1.02E-06,Chemotaxis and Motility
0.02203905,8.90E-28,Chemotaxis and Motility
0.031296303,6.39E-09,Chemotaxis and Motility
0.005756481,5.84E-41,Chemotaxis and Motility
3.13E-16,1.51E-19,Chemotaxis and Motility
9.42E-09,6.83E-09,Chemotaxis and Motility
1.17E-05,1.83E-27,Chemotaxis and Motility
6.30E-07,2.74E-08,Chemotaxis and Motility
2.63E-12,0.003295259,Chemotaxis and Motility
0.02743005,0.1185452,Chemotaxis and Motility
0.002586492,0.924507136,Chemotaxis and Motility
0.3331813,0.000693963,Chemotaxis and Motility
0.007344693,7.63E-20,Chemotaxis and Motility
0.2747408,1.35E-18,Chemotaxis and Motility
0.07630681,1.03E-39,Chemotaxis and Motility
0.6311742,6.06E-42,Chemotaxis and Motility
0.00201386,0.665156,Chemotaxis and Motility
0.03067987,0.8074652,Chemotaxis and Motility
0.02194536,0.6255765,Chemotaxis and Motility
2.00E-05,0.9513649,Chemotaxis and Motility
4.16E-31,2.75E-11,Chemotaxis and Motility
0.000111613,2.44E-15,Chemotaxis and Motility
0.000290714,0.01395091,Chemotaxis and Motility
0.002774643,4.39E-36,Chemotaxis and Motility
0.4888404,0.5639617,Chemotaxis and Motility
0.005478456,0.2902678,Chemotaxis and Motility
4.57E-06,0.9518336,Chemotaxis and Motility
0.02443472,6.39E-09,Chemotaxis and Motility
0.962433427,6.15E-11,Chemotaxis and Motility
0.01670163,5.06E-32,Chemotaxis and Motility
3.17E-15,2.40E-05,Chemotaxis and Motility
5.43E-07,0.358445356,Chemotaxis and Motility
0.866642711,5.06E-12,Chemotaxis and Motility
5.28E-08,0.001419828,Chemotaxis and Motility
0.60408468,0.007032554,Chemotaxis and Motility
0.590459582,9.94E-06,Chemotaxis and Motility
0.7384109,0.00223902,Chemotaxis and Motility
0.001380979,0.011893424,Chemotaxis and Motility
3.67E-10,9.37E-05,Chemotaxis and Motility
0.240638653,0.610592897,Chemotaxis and Motility
0.646105274,0.062145669,Chemotaxis and Motility
3.09E-08,0.009389315,Chemotaxis and Motility
0.000773282,0.390817401,Chemotaxis and Motility
0.004571173,3.39E-21,Chemotaxis and Motility
5.99E-10,4.55E-10,Chemotaxis and Motility
7.18E-07,2.07E-06,Chemotaxis and Motility
6.97E-06,0.025825037,Chemotaxis and Motility
3.88E-14,0.00046845,Chemotaxis and Motility
0.535324094,0.514049051,Chemotaxis and Motility
0.018114646,0.618658396,Chemotaxis and Motility
3.26E-05,0.057100348,Chemotaxis and Motility
1.31E-13,0.52295306,Chemotaxis and Motility
0.017657542,1.48E-06,Chemotaxis and Motility
0.062201087,0.18605136,Chemotaxis and Motility
0.853635172,3.82E-08,Chemotaxis and Motility
0.072975599,0.059128709,Chemotaxis and Motility
1.64E-20,3.89E-05,Chemotaxis and Motility
3.15E-18,0.003510661,Chemotaxis and Motility
9.74E-07,0.000428058,Chemotaxis and Motility
7.14E-08,0.000197626,Chemotaxis and Motility
5.10E-05,6.18E-09,Chemotaxis and Motility
0.024981803,1.30E-08,Chemotaxis and Motility
0.725578623,7.75E-08,Chemotaxis and Motility
0.003713505,1.31E-05,Chemotaxis and Motility
1.43E-08,3.71E-05,Chemotaxis and Motility
0.7372081,7.86E-05,Chemotaxis and Motility
0.7404004,0.1424256,Chemotaxis and Motility
1.77E-06,1.39E-18,Transport
0.203259832,3.75E-25,Transport
0.479773996,2.08E-13,Transport
1.41E-46,7.24E-15,Transport
0.05728799,1.99E-18,Transport
0.619617288,1.24E-22,Transport
0.2453545,1.50E-09,Transport
0.01248351,8.47E-16,Transport
0.001137901,1.71E-07,Transport
1.47E-10,2.45E-22,Transport
0.846375544,1.52E-09,Transport
0.2536968,1.01E-15,Transport
0.03285901,1.73E-15,Transport
0.001244487,1.42E-18,Transport
1.37E-06,3.71E-11,Transport
3.47E-48,2.42E-08,Transport
0.072785728,1.34E-20,Transport
2.62E-09,0.33457241,Transport
0.002091565,0.1314147,Transport
0.007789703,2.10E-217,Transport
6.97E-05,4.47E-26,Cell wall/LPS/membrane proteins/phospholipid
0.1873431,0.5570931,Cell wall/LPS/membrane proteins/phospholipid
0.865759153,0.352798243,Cell wall/LPS/membrane proteins/phospholipid
6.67E-27,1.25E-09,Cell wall/LPS/membrane proteins/phospholipid
0.07101514,0.00234379,Cell wall/LPS/membrane proteins/phospholipid
0.02045153,1.01E-05,Cell wall/LPS/membrane proteins/phospholipid
5.79E-23,0.3833971,Cell wall/LPS/membrane proteins/phospholipid
0.069308997,4.36E-07,Cell wall/LPS/membrane proteins/phospholipid
2.23E-22,4.45E-18,Cell wall/LPS/membrane proteins/phospholipid
0.001928688,1.36E-08,Cell wall/LPS/membrane proteins/phospholipid
0.00182742,5.36E-07,Cell wall/LPS/membrane proteins/phospholipid
0.000174309,1.90E-07,Cell wall/LPS/membrane proteins/phospholipid
0.617786035,1.21E-08,Cell wall/LPS/membrane proteins/phospholipid
0.80430534,3.88E-16,Cell wall/LPS/membrane proteins/phospholipid
3.79E-12,7.10E-84,Cell wall/LPS/membrane proteins/phospholipid
4.42E-25,3.50E-10,Cell wall/LPS/membrane proteins/phospholipid
3.72E-23,6.46E-20,Cell wall/LPS/membrane proteins/phospholipid
1.41E-06,8.86E-17,Cell wall/LPS/membrane proteins/phospholipid
9.27E-10,1.82E-19,Cell wall/LPS/membrane proteins/phospholipid
7.07E-33,0.4468483,Cell wall/LPS/membrane proteins/phospholipid
6.25E-10,0.9972406,Cell wall/LPS/membrane proteins/phospholipid
2.77E-08,0.05685306,Cell wall/LPS/membrane proteins/phospholipid
4.88E-17,0.423112854,Cell wall/LPS/membrane proteins/phospholipid
4.65E-07,0.316087927,Cell wall/LPS/membrane proteins/phospholipid
1.68E-22,0.7810471,Cell wall/LPS/membrane proteins/phospholipid
6.13E-15,1.93E-07,Cell wall/LPS/membrane proteins/phospholipid
0.293455496,0.052227552,Cell wall/LPS/membrane proteins/phospholipid
0.587960232,0.002384749,Cell wall/LPS/membrane proteins/phospholipid
0.463248442,0.747974072,Cell wall/LPS/membrane proteins/phospholipid
9.09E-06,1.84E-06,Cell wall/LPS/membrane proteins/phospholipid
3.74E-33,0.2712819,Cell wall/LPS/membrane proteins/phospholipid
1.04E-28,0.8262492,Cell wall/LPS/membrane proteins/phospholipid
2.18E-12,0.7447836,Cell wall/LPS/membrane proteins/phospholipid
2.18E-15,0.8904669,Cell wall/LPS/membrane proteins/phospholipid
4.53E-42,0.313985299,Cell wall/LPS/membrane proteins/phospholipid
7.57E-16,2.96E-06,Cell wall/LPS/membrane proteins/phospholipid
7.47E-25,1.87E-15,Cell wall/LPS/membrane proteins/phospholipid
0.344711804,0.710428144,Cell wall/LPS/membrane proteins/phospholipid
1.36E-54,0.05177794,Cell wall/LPS/membrane proteins/phospholipid
2.75E-22,2.27E-09,Cell wall/LPS/membrane proteins/phospholipid
2.51E-14,0.001950456,Cell wall/LPS/membrane proteins/phospholipid
0.242668946,8.42E-36,Cell wall/LPS/membrane proteins/phospholipid
1.63E-19,0.032260963,Cell wall/LPS/membrane proteins/phospholipid
3.42E-19,0.002793587,Cell wall/LPS/membrane proteins/phospholipid
3.61E-25,0.03323883,Cell wall/LPS/membrane proteins/phospholipid
1.57E-05,0.000245401,Cell wall/LPS/membrane proteins/phospholipid
3.91E-24,0.7689725,Cell wall/LPS/membrane proteins/phospholipid
2.55E-23,0.9838885,Cell wall/LPS/membrane proteins/phospholipid
6.65E-11,1.64E-05,Cell wall/LPS/membrane proteins/phospholipid
6.00E-23,0.9394509,Cell wall/LPS/membrane proteins/phospholipid
0.8318768,4.36E-10,Cell wall/LPS/membrane proteins/phospholipid
1.69E-14,0.005478923,Cell wall/LPS/membrane proteins/phospholipid
3.08E-33,0.6050832,Cell wall/LPS/membrane proteins/phospholipid
1.23E-05,0.034242971,Cell wall/LPS/membrane proteins/phospholipid
7.82E-06,0.000119386,Cell wall/LPS/membrane proteins/phospholipid
0.08229669,0.000171897,Cell wall/LPS/membrane proteins/phospholipid
0.02517825,1.24E-10,Cell wall/LPS/membrane proteins/phospholipid
6.22E-23,0.4036134,Cell wall/LPS/membrane proteins/phospholipid
3.21E-05,1.91E-13,Cell wall/LPS/membrane proteins/phospholipid
0.200598983,0.26422192,Cell wall/LPS/membrane proteins/phospholipid
1.31E-17,0.9701376,Cell wall/LPS/membrane proteins/phospholipid
1.36E-10,0.000438854,Cell wall/LPS/membrane proteins/phospholipid
3.40E-06,2.66E-05,Cell wall/LPS/membrane proteins/phospholipid
0.000545883,4.29E-07,Cell wall/LPS/membrane proteins/phospholipid
3.85E-10,1.99E-10,Cell wall/LPS/membrane proteins/phospholipid
5.57E-08,1.48E-11,Cell wall/LPS/membrane proteins/phospholipid
2.00E-08,0.4175445,Cell wall/LPS/membrane proteins/phospholipid
0.69401646,0.022180998,Cell wall/LPS/membrane proteins/phospholipid
0.994063055,0.29541194,Cell wall/LPS/membrane proteins/phospholipid
0.00674643,0.970137592,Cell wall/LPS/membrane proteins/phospholipid
0.755417385,0.31127167,Cell wall/LPS/membrane proteins/phospholipid
0.001142455,2.04E-07,Fatty acid and lipid metabolism and transport
2.62E-226,1.45E-74,Cell wall/LPS/membrane proteins/phospholipid
1.11E-06,2.78E-12,Cell wall/LPS/membrane proteins/phospholipid
3.44E-117,1.24E-64,Cell wall/LPS/membrane proteins/phospholipid
9.06E-267,7.94E-238,Cell wall/LPS/membrane proteins/phospholipid
3.21E-277,1.56E-213,Cell wall/LPS/membrane proteins/phospholipid
0,4.65E-182,Cell wall/LPS/membrane proteins/phospholipid
5.23E-39,0.002705995,Phosphate and phosphonate metabolism and transport
9.31E-08,3.52E-12,Phosphate and phosphonate metabolism and transport
0.02578706,7.60E-107,Phosphate and phosphonate metabolism and transport
0.5510125,0.09208889,Sulfur metabolism
0.7839197,0.3537836,Sulfur metabolism
0.007086872,0.1605979,Sulfur metabolism
0.354496163,0.919016167,Sulfur metabolism
0.01967152,0.04050907,Sulfur metabolism
1.21E-115,1.58E-221,Iron uptake
1.02E-134,5.10E-174,Iron uptake
4.75E-132,1.84E-81,Iron uptake
1.55E-238,1.06E-228,Iron uptake
1.64E-67,4.46E-28,Iron uptake
9.45E-20,5.48E-14,Iron uptake
4.30E-25,1.61E-56,Iron uptake
1.68E-120,4.31E-173,Iron uptake
8.30E-98,1.81E-77,Iron uptake
1.15E-124,1.58E-183,Iron uptake
1.60E-136,3.67E-91,Iron uptake
3.03E-61,1.36E-29,Iron uptake
1.29E-65,7.62E-86,Iron uptake
2.82E-207,1.89E-265,Iron uptake
6.02E-132,2.05E-162,Iron uptake
2.69E-17,9.81E-18,Iron uptake
1.02E-238,0,Iron uptake
2.73E-198,2.18E-109,Iron uptake
0.110244779,6.03E-48,Iron uptake
0.001139826,1.19E-29,Iron uptake
0.873032258,8.62E-60,Iron uptake
1.65E-06,5.52E-37,Iron uptake
1.48E-06,2.22E-98,Iron uptake
0.533614578,1.11E-29,Iron uptake
0.303800241,4.58E-29,Iron uptake
0.468739022,1.20E-46,Iron uptake
0.573099031,1.46E-44,Iron uptake
7.32E-108,5.41E-296,Iron uptake
6.73E-180,2.93E-206,Iron uptake
3.46E-47,2.83E-103,Iron uptake
1.39E-15,6.09E-05,Iron uptake
3.91E-38,8.67E-19,Iron uptake
8.28E-29,1.90E-07,Iron uptake
2.92E-09,1.54E-08,Iron uptake
9.92E-28,1.60E-29,Iron uptake
3.73E-14,2.20E-24,Iron uptake
1.29E-11,3.65E-07,Iron uptake
6.77E-25,1.88E-53,Iron uptake
2.35E-44,3.59E-31,Iron uptake
0.7447248,0.000144983,Iron uptake
0.01384643,1.42E-13,Hypothetical protein
0.003500399,0.003655067,Hypothetical protein
0.354496163,0.025293833,Hypothetical protein
0.018072608,0.375909278,Hypothetical protein
1.33E-07,0.008666313,Hypothetical protein
7.05E-05,0.137448704,Hypothetical protein
0.131132272,0.077264156,Hypothetical protein
8.84E-06,0.878354891,Hypothetical protein
0.035019849,0.616853965,Hypothetical protein
0.002395619,0.001446957,Hypothetical protein
0.678725312,0.599177401,Hypothetical protein
0.854291354,7.64E-05,Hypothetical protein
0.581577783,0.364704161,Hypothetical protein
0.665407647,0.132945826,Hypothetical protein
0.085839317,0.952363502,Hypothetical protein
0.269889731,9.30E-06,Hypothetical protein
3.11E-09,0.144714768,Hypothetical protein
0.000789522,0.006240929,Hypothetical protein
0.006087296,0.378550153,Hypothetical protein
0.000734323,0.004127437,Hypothetical protein
0.003141558,0.908432151,Hypothetical protein
9.05E-09,1.72E-12,Hypothetical protein
4.46E-07,0.292611608,Hypothetical protein
0.000527766,0.622892146,Hypothetical protein
2.08E-12,0.005457889,Hypothetical protein
0.003135971,0.226020308,Hypothetical protein
0.002195639,0.027652475,Hypothetical protein
0.000198341,1.36E-08,Hypothetical protein
7.41E-11,0.995130917,Hypothetical protein
0.745809597,1.77E-05,Hypothetical protein
7.09E-25,1.50E-05,Hypothetical protein
0.020733907,0.036536309,Hypothetical protein
0.77587669,0.755240723,Hypothetical protein
0.424281923,0.854694396,Hypothetical protein
0.224010466,0.015424683,Hypothetical protein
0.973293636,0.898703325,Hypothetical protein
0.001385577,0.246024218,Hypothetical protein
0.840169694,0.874141754,Hypothetical protein
0.18345551,0.086995467,Hypothetical protein
0.000158174,0.003731453,Hypothetical protein
0.01447252,0.000497946,Hypothetical protein
0.134505681,0.004873263,Hypothetical protein
2.65E-13,0.007434307,Hypothetical protein
0.303800241,0.951833591,Hypothetical protein
3.35E-05,0.00436164,Hypothetical protein
1.67E-14,0.293204019,Hypothetical protein
0.514602016,1.04E-06,Hypothetical protein
0.025268721,0.005841203,Hypothetical protein
9.47E-07,0.097933966,Hypothetical protein
0.478197605,0.010259515,Hypothetical protein
0.0202292,0.310416597,Hypothetical protein
1.53E-12,1.97E-05,Hypothetical protein
0.841689187,0.962520978,Hypothetical protein
0.835907102,0.003648819,Hypothetical protein
0.011948279,0.157442904,Hypothetical protein
0.271726351,0.434047783,Hypothetical protein
0.50966931,0.18335685,Hypothetical protein
0.366608144,0.056367711,Hypothetical protein
0.005113527,0.277803886,Hypothetical protein
0.000121069,0.034893548,Hypothetical protein
0.201704456,0.146956278,Hypothetical protein
0.010009952,0.511175764,Hypothetical protein
0.004562664,0.093711607,Hypothetical protein
4.67E-19,0.938254519,Hypothetical protein
0.002993285,3.47E-05,Hypothetical protein
4.92E-23,0.00010705,Hypothetical protein
0.078441418,0.523213186,Hypothetical protein
0.08496971,1.13E-10,Hypothetical protein
1.85E-07,2.20E-13,Hypothetical protein
4.02E-05,0.071440821,Hypothetical protein
0.505881368,0.198589276,Hypothetical protein
0.749029283,0.024785134,Hypothetical protein
0.284825153,0.010171496,Hypothetical protein
0.001733253,0.067000662,Hypothetical protein
0.170175358,7.72E-05,Hypothetical protein
0.464193593,0.00015238,Hypothetical protein
4.45E-06,7.29E-05,Hypothetical protein
0.000369265,0.091225792,Hypothetical protein
2.76E-25,6.18E-17,Hypothetical protein
0.024787386,0.06586228,Hypothetical protein
0.061489234,1.28E-06,Hypothetical protein
0.59123866,0.109341506,Hypothetical protein
0.002775806,0.001993952,Hypothetical protein
0.117854737,0.247382318,Hypothetical protein
2.84E-07,7.68E-05,Hypothetical protein
0.847876497,0.845204637,Hypothetical protein
0.066551284,0.868127975,Hypothetical protein
0.028089543,0.312724779,Hypothetical protein
0.810454314,1.67E-06,Hypothetical protein
2.21E-06,0.004374452,Hypothetical protein
6.70E-06,0.074103631,Hypothetical protein
2.60E-14,0.079636735,Hypothetical protein
0.206414233,2.74E-07,Hypothetical protein
0.122321366,0.000174086,Hypothetical protein
0.002936331,0.437869724,Hypothetical protein
0.296770758,0.000193747,Hypothetical protein
0.003724744,0.221948191,Hypothetical protein
1.02E-05,8.39E-09,Hypothetical protein
0.501900764,0.003357685,Hypothetical protein
0.10072934,0.461365911,Hypothetical protein
0.035911182,2.42E-06,Hypothetical protein
4.21E-13,0.224436481,Hypothetical protein
0.149244512,0.002894616,Hypothetical protein
0.76625586,4.87E-15,Hypothetical protein
